"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
35.374233366265,3.46716106766848,0.59610153170977,9.21153809882421e-10,1.18828841474832e-05,"REN"
41.6035606830986,5.16347716003941,0.983553202362644,3.80986041301377e-08,0.000237316808370196,"GABRP"
33.1148297336532,3.50095734411102,0.688135723073132,5.51899554349294e-08,0.000237316808370196,"SLPI"
220.315130008226,3.68111211496432,0.734154736953262,8.90305643973119e-08,0.000287123570181331,"CP"
27.1014963755933,3.74169788221225,0.764928694089203,1.61701127664315e-07,0.000358020424214681,"AGR2"
102.478725397942,1.17961060316838,0.249357288149545,1.66521127541712e-07,0.000358020424214681,"TMEM150C"
91.3024554750812,2.55758940735503,0.540473288687638,2.44658219271018e-07,0.000400720487765643,"GDF7"
642.788229522568,1.08358308450917,0.233251689422117,2.48508829622104e-07,0.000400720487765643,"NID2"
23.3229172823548,1.30158390357285,0.290527098258798,4.55881427510744e-07,0.000582183441410537,"DNAJB5"
196.789361130307,2.05571223178358,0.450897481304017,4.77618240204968e-07,0.000582183441410537,"PTPN13"
94.2402739024239,1.97681213811056,0.439656980532006,6.13719616313518e-07,0.000659748587537031,"OAF"
2206.42691188166,1.32614295648693,0.304407597978153,9.97432874746612e-07,0.000952424551729005,"COL6A3"
470.38827665498,1.65633848628312,0.379409606061141,1.03363904838807e-06,0.000952424551729005,"SEMA5A"
226.477908114554,1.6497407238468,0.379749511775408,1.14573193152997e-06,0.000985329461115773,"SLC1A2"
21.4421185865088,2.52052811492204,0.603086765455425,2.62670678729976e-06,0.00199320691506864,"RGS22"
19.1403679484478,2.47346664253919,0.590085220137596,2.48976486578755e-06,0.00199320691506864,"SCNN1A"
55.2047581346525,2.89859273016012,0.696248695337764,3.80839154893941e-06,0.00272934727673991,"CA12"
160.459620419835,5.03726726870292,1.17639331348025,4.47998636125124e-06,0.00304167495053374,"MMP12"
437.796516977896,-2.09540701135597,0.582790139521354,4.88348983023735e-06,0.00314985094050309,"DHRS2"
86.3852374074311,1.89299429162824,0.480651022729533,6.68851334392575e-06,0.00392190100621101,"DEPTOR"
17.6389971111863,2.59838202594939,0.678369068201744,1.1716559812298e-05,0.00604574486314578,"DNER"
397.647190199885,1.82647086272674,0.479375130367157,1.14287602387923e-05,0.00604574486314578,"SULF2"
29.3844028547636,2.24539449130644,0.594098503427559,1.36685673832167e-05,0.0066230193786775,"HOMER2"
57.6200835752504,-2.03455742492973,0.615788420396505,1.43755459382147e-05,0.0066230193786775,"KRTAP26-1"
51.5411893165898,1.0022190231801,0.272429024606661,1.39554330896181e-05,0.0066230193786775,"NRXN3"
166.58078730605,1.13153654656425,0.307572426846497,1.54393132506164e-05,0.00686783244596385,"KREMEN1"
145.681646500662,3.70676162617638,0.958499683560229,1.70476003850325e-05,0.00709400145054578,"OGN"
84.4426237744862,1.8830774010021,0.507808563332276,1.66243224364773e-05,0.00709400145054578,"PGR"
19.5979247250925,1.1597446339463,0.323164443575134,1.97297314176522e-05,0.00771253137235494,"CNTNAP1"
106.274930203837,1.74621423136907,0.4806014710953,2.14537170496281e-05,0.00813979264530006,"PLEKHH2"
