"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"EGR1",23.0685939038233,-1.24948810859342,0.344208750464178,5.37664581462542e-06,0.00241571290786473
"RN7SL736P",28.399605463423,1.01036080056388,0.264222396004987,3.1121416030541e-06,0.00241571290786473
"VCAN",107.480645491452,-1.10431593191758,0.319450666210396,1.39560959168196e-05,0.00319671086677401
"MTND1P23",51.086015657694,-1.35995703567107,0.308084633084003,0.000287152565084769,0.0111968151005188
