"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022612","gland morphogenesis","7/109","125/15314",0.056,7.86774311926606,6.52761656580795,3.04983278005002e-05,0.0372596195834733,0.034294108882458,"AR/GDF7/IGFBP5/MDK/PGR/PROX1/SULF2",7
"GO:0086009","membrane repolarization","5/109","53/15314",0.0943396226415094,13.2542842305695,7.56631757999929,3.64219155263668e-05,0.0372596195834733,0.034294108882458,"AKAP6/ANK2/CACNA1D/KCND2/KCNE5",5
"GO:0044849","estrous cycle","3/109","12/15314",0.25,35.1238532110092,10.0120905168714,7.3646508541619e-05,0.0433529642977916,0.0399024814162418,"CA12/HAS2/MDK",3
"GO:0014911","positive regulation of smooth muscle cell migration","4/109","33/15314",0.121212121212121,17.0297470113984,7.80473080418722,8.47565284414302e-05,0.0433529642977916,0.0399024814162418,"DDR2/HAS2/IGFBP5/MDK",4
"GO:0060306","regulation of membrane repolarization","4/109","36/15314",0.111111111111111,15.6106014271152,7.43081191876447,0.000120021897031641,0.0491129602653475,0.0452040365872854,"AKAP6/ANK2/CACNA1D/KCNE5",4
